Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay 
FORD Expedition FFV	5.4		Auto-L6	4WD	ethanol/gas	FC	B4	Bin 4	9FMXT05.44BC	SUV	7/7	N/A	N/A	N/A	N/A	no
FORD Expedition FFV	5.4	8	Auto-L6	2WD	ethanol/gas	FA	B5	Bin 5	9FMXT05.44ET	SUV	6/6	10/14	14/20	11/16	2/3	no
FORD Expedition FFV	5.4		Auto-L6	4WD	ethanol/gas	FA	B5	Bin 5	9FMXT05.44ET	SUV	6/6	N/A	N/A	N/A	N/A	no
FORD Explorer	4	6	Auto-L5	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.03DC	SUV	7	14	20	16	3	no
FORD Explorer	4	6	Auto-L5	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.03DC	SUV	7	13	19	15	2	no
FORD Explorer	4.6	8	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.63EZ	SUV	7	15	21	17	3	no
FORD Explorer	4.6	8	Auto-L6	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.63EZ	SUV	7	14	19	16	3	no
FORD Explorer Sport Trac	4	6	Auto-L5	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.03DC	pickup	7	14	20	16	3	no
FORD Explorer Sport Trac	4	6	Auto-L5	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.03DC	pickup	7	13	19	15	2	no
FORD Explorer Sport Trac	4.6	8	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.63EZ	pickup	7	15	21	17	3	no
FORD Explorer Sport Trac	4.6	8	Auto-L6	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.63EZ	pickup	7	14	19	16	3	no
FORD F150	4.6	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.63D2	pickup	7	14	19	16	3	no
FORD F150	4.6	8	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.64D3	pickup	7	15	20	17	3	no
FORD F150	4.6	8	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.63D2	pickup	7	14	18	15	2	no
FORD F150	4.6	8	Auto-L6	4WD	Gasoline	FC	B4	Bin 4	9FMXT04.64D3	pickup	7	14	19	16	3	no
FORD F150 FFV	5.4	8	Auto-L6	2WD	ethanol/gas	FC	B4	Bin 4	9FMXT05.44BC	pickup	7/7	10/14	14/20	12/16	3/3	no
FORD F150 FFV	5.4	8	Auto-L6	4WD	ethanol/gas	FC	B4	Bin 4	9FMXT05.44BC	pickup	7/7	10/14	13/18	11/15	2/2	no
FORD F150 FFV	5.4	8	Auto-L6	2WD	ethanol/gas	FA	B5	Bin 5	9FMXT05.44ET	pickup	6/6	10/14	14/20	12/16	3/3	no
FORD F150 FFV	5.4	8	Auto-L6	4WD	ethanol/gas	FA	B5	Bin 5	9FMXT05.44ET	pickup	6/6	10/14	13/18	11/15	2/2	no
FORD F150 SFE	4.6	8	Auto-L6	2WD	Gasoline	FC	B4	Bin 4	9FMXT04.64D3	pickup	7	15	21	17	3	no
FORD F250	5.4		Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Auto-L5	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Auto-L5	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	5.4		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F250	6.8		Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	pickup	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.46R6	special purpose	3	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.46R6	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXD05.47R7	special purpose	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.86R5	pickup	2	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	4WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	5.4		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD05.47R7	special purpose	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	FA	HDV	HEAVY DUTY	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD F350	6.8		Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXD06.87R9	pickup	1	N/A	N/A	N/A	N/A	no
FORD Flex	3.5	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	SUV	7	17	24	19	4	no
FORD Flex	3.5	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	SUV	7	16	22	18	4	no
FORD Flex	3.5	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	SUV	6	17	24	19	4	no
FORD Flex	3.5	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	SUV	6	16	22	18	4	no
FORD Focus	2	4	Auto-L4	2WD	Gasoline	CA	S2	LEV-II SULEV	9FMXV02.0VZP	small car	9.5	24	33	27	7	yes
FORD Focus	2	4	Man-5	2WD	Gasoline	CA	S2	LEV-II SULEV	9FMXV02.0VZP	small car	9.5	24	35	28	8	yes
FORD Focus	2	4	Auto-L4	2WD	Gasoline	FA	B3	Bin 3	9FMXV02.0VZP	small car	8	24	33	27	7	yes
FORD Focus	2	4	Man-5	2WD	Gasoline	FA	B3	Bin 3	9FMXV02.0VZP	small car	8	24	35	28	8	yes
FORD Focus	2	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9FMXV02.0VD4	small car	7	24	33	27	7	yes
FORD Focus	2	4	Man-5	2WD	Gasoline	FC	B4	Bin 4	9FMXV02.0VD4	small car	7	24	35	28	8	yes
FORD Fusion	2.3	4	Auto-L5	2WD	Gasoline	CA	S2	LEV-II SULEV	9FMXV02.3VZT	midsize car	9.5	20	28	23	6	yes
FORD Fusion	2.3	4	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV02.3VEX	midsize car	7	20	28	23	6	yes
FORD Fusion	2.3	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV02.3VEX	midsize car	7	20	29	23	6	yes
FORD Fusion	3	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.0VEK	midsize car	7	17	25	20	5	no
FORD Fusion	3	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.0VEK	midsize car	7	18	26	21	5	no
FORD Fusion	2.3	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9FMXV02.3VEX	midsize car	6	20	28	23	6	no
FORD Fusion	2.3	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9FMXV02.3VEX	midsize car	6	20	29	23	6	no
FORD Fusion	3	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXV03.0VEK	midsize car	6	17	25	20	5	no
FORD Fusion	3	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXV03.0VEK	midsize car	6	18	26	21	5	no
FORD Mustang	4	6	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV04.0VES	small car	7	16	24	19	4	no
FORD Mustang	4	6	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV04.0VES	small car	7	17	26	20	5	no
FORD Mustang	4.6	8	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV04.6VBB	small car	7	15	22	18	4	no
FORD Mustang	4.6	8	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV04.6VBB	small car	7	15	23	18	4	no
FORD Mustang	4	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9FMXV04.0VES	small car	6	16	24	19	4	no
FORD Mustang	4	6	Man-5	2WD	Gasoline	FA	B5	Bin 5	9FMXV04.0VES	small car	6	17	26	20	5	no
FORD Mustang	4.6	8	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9FMXV05.4VEK	small car	6	15	22	18	4	no
FORD Mustang	4.6	8	Man-5	2WD	Gasoline	FA	B5	Bin 5	9FMXV05.4VEK	small car	6	15	23	18	4	no
FORD Mustang	4.6	8	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXV05.4VEK	small car	6	15	22	18	4	no
FORD Mustang	4.6	8	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXV05.4VEK	small car	6	15	23	18	4	no
FORD Mustang	5.4	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9FMXV05.4VEK	small car	6	14	20	16	3	no
FORD Mustang	5.4	8	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXV05.4VEK	small car	6	14	20	16	3	no
FORD Ranger	2.3	4	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXT02.31BA	pickup	7	19	24	21	5	no
FORD Ranger	2.3	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXT02.31BA	pickup	7	21	26	23	6	yes
FORD Ranger	2.3	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9FMXT02.31EL	pickup	6	19	24	21	5	no
FORD Ranger	2.3	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9FMXT02.31EL	pickup	6	21	26	23	6	no
FORD Ranger	4	6	Man-5	2WD	Gasoline	FA	B5	Bin 5	9FMXT04.02EG	pickup	6	15	21	17	3	no
FORD Ranger	4	6	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9FMXT04.02EG	pickup	6	16	21	18	4	no
FORD Ranger	4	6	Auto-L5	4WD	Gasoline	FA	B5	Bin 5	9FMXT04.02EG	pickup	6	14	18	15	2	no
FORD Ranger	4	6	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FMXT04.02EG	pickup	6	15	19	16	3	no
FORD Ranger	4	6	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXT04.02EG	pickup	6	15	21	17	3	no
FORD Ranger	4	6	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9FMXT04.02EG	pickup	6	16	21	18	4	no
FORD Ranger	4	6	Auto-L5	4WD	Gasoline	CA	L2	LEV-II LEV	9FMXT04.02EG	pickup	6	14	18	15	2	no
FORD Ranger	4	6	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FMXT04.02EG	pickup	6	15	19	16	3	no
FORD Taurus	3.5	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	large car	7	17	24	19	4	no
FORD Taurus	3.5	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	large car	7	18	28	21	5	no
FORD Taurus	3.5	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	large car	6	17	24	19	4	no
FORD Taurus	3.5	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	large car	6	18	28	21	5	no
FORD Taurus X	3.5	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	SUV	7	17	24	19	4	no
FORD Taurus X	3.5	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9FMXV03.7VEL	SUV	7	15	22	18	4	no
FORD Taurus X	3.5	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	SUV	6	17	24	19	4	no
FORD Taurus X	3.5	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9FMXV03.7VEL	SUV	6	15	22	18	4	no
GMC Acadia	3.6	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9GMXT03.6151	SUV	7	17	24	19	4	no
GMC Acadia	3.6	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9GMXT03.6151	SUV	7	16	23	19	4	no
GMC Acadia	3.6	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9GMXT03.6151	SUV	6	17	24	19	4	no
GMC Acadia	3.6	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9GMXT03.6151	SUV	6	16	23	19	4	no
GMC Canyon	2.9	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	18	24	20	5	no
GMC Canyon	2.9	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	18	24	20	5	no
GMC Canyon	2.9	4	Man-5	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	18	24	20	5	no
GMC Canyon	2.9	4	Man-5	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	18	24	20	5	no
GMC Canyon	2.9	4	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	17	23	20	5	no
GMC Canyon	2.9	4	Man-5	4WD	Gasoline	FC	B4	Bin 4	9GMXT02.9190	pickup	7	17	23	20	5	no
GMC Canyon	3.7	5	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT03.7188	pickup	7	15	20	17	3	no
GMC Canyon	3.7	5	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT03.7188	pickup	7	17	23	19	4	no
GMC Canyon	3.7	5	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT03.7188	pickup	7	17	23	19	4	no
GMC Canyon	3.7	5	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT03.7188	pickup	7	16	21	18	4	no
GMC Canyon	3.7	5	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT03.7188	pickup	7	16	22	18	4	no
GMC Canyon	5.3	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT05.3377	pickup	7	15	21	17	3	no
GMC Canyon	5.3	8	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT05.3377	pickup	7	14	19	16	3	no
GMC Canyon	2.9	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT02.9189	pickup	6	18	24	20	5	no
GMC Canyon	2.9	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT02.9189	pickup	6	18	24	20	5	no
GMC Canyon	2.9	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXT02.9189	pickup	6	18	24	20	5	no
GMC Canyon	2.9	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXT02.9189	pickup	6	18	24	20	5	no
GMC Canyon	2.9	4	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9GMXT02.9189	pickup	6	17	23	20	5	no
GMC Canyon	2.9	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9GMXT02.9189	pickup	6	17	23	20	5	no
GMC Canyon	3.7	5	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT03.7187	pickup	6	15	20	17	3	no
GMC Canyon	3.7	5	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT03.7187	pickup	6	17	23	19	4	no
GMC Canyon	3.7	5	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT03.7187	pickup	6	17	23	19	4	no
GMC Canyon	3.7	5	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9GMXT03.7187	pickup	6	16	21	18	4	no
GMC Canyon	3.7	5	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9GMXT03.7187	pickup	6	16	22	18	4	no
GMC Envoy	4.2	6	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT04.2186	SUV	7	14	20	16	3	no
GMC Envoy	4.2	6	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT04.2186	SUV	7	14	20	16	3	no
GMC Envoy	4.2	6	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT04.2185	SUV	6	14	20	16	3	no
GMC Envoy	4.2	6	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9GMXT04.2185	SUV	6	14	20	16	3	no
GMC Envoy	5.3	8	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT06.0387	SUV	6	15	21	17	3	no
GMC Envoy	5.3	8	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9GMXT06.0387	SUV	6	14	20	16	3	no
GMC Envoy	5.3	8	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXT06.0387	SUV	6	15	21	17	3	no
GMC Envoy	5.3	8	Auto-L4	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXT06.0387	SUV	6	14	20	16	3	no
GMC Savana 1500	5.3	8	Auto-L4	2WD	ethanol/gas	FC	B4	Bin 4	9GMXT05.3381	van	7/7	9/13	12/16	10/14	1/1	no
GMC Savana 1500	5.3	8	Auto-L4	4WD	ethanol/gas	FC	B4	Bin 4	9GMXT05.3381	van	7/7	9/13	12/16	10/14	1/1	no
GMC Savana 1500	5.3	8	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT05.3380	van	7	12	15	14	1	no
GMC Savana 1500	5.3	8	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT05.3380	van	7	14	17	15	2	no
GMC Savana 1500	5.3	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT05.3380	van	7	14	18	15	2	no
GMC Savana 1500	5.3	8	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT05.3380	van	7	12	15	14	1	no
GMC Savana 1500	5.3	8	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT05.3380	van	7	13	16	14	1	no
GMC Savana 1500	4.3	6	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT04.3186	van	6	15	20	17	3	no
GMC Savana 1500	4.3	6	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXT04.3186	van	6	15	20	17	3	no
